Card Name,Card Code,Copies Possessed (out of 3),Promo Obtain Source (if PR in code)
Vagabond Lizard,PR-308EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Lucille, Keeper of Relics",PR-309EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Giant Pastures,PR-310EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Prudent General,PR-311EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Chain of Calling,PR-312EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Galua of Two Breaths,PR-313EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Deathbringer,PR-314EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Paladin of Clemency,PR-315EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Vagabond Lizard,PR-316EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Primal Giant,PR-317EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Tear Knight, Theo",PR-318EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Tear Knight, Cyprus",PR-319EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Solitary Knight, Gancelot",PR-320EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Barcgal,PR-321EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Jumping Jill,PR-322EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Flame of Promise, Aermo",PR-323EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Flame of Hope, Aermo",PR-324EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Darkness Maiden, Macha",PR-325EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Dark Cat,PR-326EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Tear Knight, Theo",PR-327EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Tear Knight, Cyprus",PR-328EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Solitary Knight, Gancelot",PR-329EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Barcgal,PR-330EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Jumping Jill,PR-331EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Flame of Promise, Aermo",PR-332EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Flame of Hope, Aermo",PR-333EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Darkness Maiden, Macha",PR-334EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Dark Cat,PR-335EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Purple Trapezist,PR-336EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Blaster Dark,PR-337EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Battle Sister, Cocoa",PR-338EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Leod, the Crescent Blade",PR-339EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Leod, the Crescent Blade",PR-340EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Wings of Lust,PR-341EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Mistolina, Forest Princess",PR-342EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Merlin,PR-343EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Augmentation Bestowal,PR-344EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Oceanus,PR-345EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Dutiful Steed,PR-346EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Fairy Slugger,PR-347EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Fairy Slugger,PR-348EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Resolve of the Nine-Tailed Fox,PR-349EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
King's Welcome,PR-350EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Jeno, Fanged Tyrant",PR-351EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Riven Earth,PR-352EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Rockback Ankylosaurus,PR-353EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Howling Conflagration,PR-354EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Mechasaw Deathbringer,PR-355EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Sealed Tome,PR-356EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Colorful Cook,PR-357EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Mechagun Wielder,PR-358EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Lyrial, Archer Throne",PR-359EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Seraphic Blade,PR-360EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Changewing Cherub,PR-361EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Changewing Cherub,PR-362EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Kagero, Swordbound Soul",PR-363EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Eleanor, Cosmic Flower",PR-364EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Send 'Em Packing,PR-365EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Lina & Lena, Twin Souls",PR-366EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Outrunning the Encroaching Heat,PR-367EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Special Week,PR-368EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Fluffy Angel,PR-369EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Piercye, Queen of Frost",PR-370EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Piercye, Queen of Frost",PR-371EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Fairy Healer,PR-372EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Hero of the Hunt,PR-373EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Night on the Town,PR-374EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Hermit of Truth,PR-375EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
March of the Dragonspring,PR-376EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Undying Resolve,PR-377EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Full Moon Leap,PR-378EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Chamber of Cleansing,PR-379EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Glittering Gold,PR-380EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Fox of Invitation,PR-381EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
Angel's Blessing,PR-382EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Hozumi, Enchanting Hostess",PR-383EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
"Hozumi, Enchanting Hostess",PR-384EN,0,Promo Cards (official promo distribution; check event/shop announcements for exact source)
